GBTCode	GBTCategoryText	GPCCode	GPCCategoryText
2060201	应急装备及配套物资；能源动力设备及物资；应急发电设备；太阳能光伏；	10008389	电气用品；电气连接和配电产品；发电设备；太阳能电池板 ；
2060202	应急装备及配套物资；能源动力设备及物资；应急发电设备；移动电站；包括汽车电站、拖车电站、移动集装箱电站等；	10008394	电气用品；电气连接和配电产品；发电设备；发电机组 ；
2060203	应急装备及配套物资；能源动力设备及物资；应急发电设备；发电机(组)；包括汽油发电机、柴油发电机组、燃油发电机组等；	10005211	电气用品；电气连接和配电产品；发电设备；发电机；
2060204	应急装备及配套物资；能源动力设备及物资；应急发电设备；配电设备及其他电工器材；含电线、电缆、配电箱(开关)、电线杆等；	10008395	电气用品；电气连接和配电产品；发电设备；发电设备附件及配件 ；
2060300	应急装备及配套物资；能源动力设备及物资；柴/汽油发动机；	10008356	工业流体泵、系统；工业泵-发动机；工业泵-发动机；工业泵-内燃机；
2060400	应急装备及配套物资；能源动力设备及物资；电动机；	10008355	工业流体泵、系统；工业泵-发动机；工业泵-发动机；工业泵 - 电机；
2060501	应急装备及配套物资；能源动力设备及物资；液压/气压动力设备；液压动力设备及配件；包括液压泵、液压阀、液压马达、液压缸及其液压附件；	10003626	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；层压机；
2060502	应急装备及配套物资；能源动力设备及物资；液压/气压动力设备；气压动力设备及配件；包括空气压缩机、气缸、气动马达及其气动元件；	10005230	动力工具和设备；动力工具和设备；动力工具-固定式或台式；固定式空气压缩机；
2060601	应急装备及配套物资；能源动力设备及物资；燃料及气源；煤；	10005266	流体、燃料和燃气；燃料或燃料添加剂；燃料和点火辅助装置；固体燃料；
2060602	应急装备及配套物资；能源动力设备及物资；燃料及气源；煤油；	10005263	流体、燃料和燃气；燃料或燃料添加剂；燃料和点火辅助装置；液体燃料；
2060603	应急装备及配套物资；能源动力设备及物资；燃料及气源；柴油；	10005263	流体、燃料和燃气；燃料或燃料添加剂；燃料和点火辅助装置；液体燃料；
2060604	应急装备及配套物资；能源动力设备及物资；燃料及气源；汽油；	10005263	流体、燃料和燃气；燃料或燃料添加剂；燃料和点火辅助装置；液体燃料；
2060605	应急装备及配套物资；能源动力设备及物资；燃料及气源；天然气；	10005264	流体、燃料和燃气；燃料或燃料添加剂；燃料和点火辅助装置；气体燃料；
2060606	应急装备及配套物资；能源动力设备及物资；燃料及气源；液化石油气；	10005263	流体、燃料和燃气；燃料或燃料添加剂；燃料和点火辅助装置；液体燃料；
2060607	应急装备及配套物资；能源动力设备及物资；燃料及气源；酒精；	10005263	流体、燃料和燃气；燃料或燃料添加剂；燃料和点火辅助装置；液体燃料；
2060502	应急装备及配套物资；能源动力设备及物资；液压/气压动力设备；气压动力设备及配件；包括空气压缩机、气缸、气动马达及其气动元件；	10003555	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；便携式空气压缩机；
2060608	应急装备及配套物资；能源动力设备及物资；燃料及气源；工业气源及配套设备；含乙炔发生器、工业氧气瓶等；	10005258	流体、燃料和燃气；流体或燃料储存或输送产品；流体或燃料储存；加压气体燃料瓶、罐（空）；
2070101	应急装备及配套物资；应急照明设备及用品；佩戴式照明设备；佩戴式头灯；	10005378	安全、保护和监控用品；个人安全和保护用品；个人安全装置；个人安全照明灯；
2070102	应急装备及配套物资；应急照明设备及用品；佩戴式照明设备；可佩戴身上照明设备；	10005378	安全、保护和监控用品；个人安全和保护用品；个人安全装置；个人安全照明灯；
2070201	应急装备及配套物资；应急照明设备及用品；手持式照明设备；手电筒包括手摇式手电筒、多功能手电筒；	10005642	电气用品；电气照明产品；便携式电气照明产品；手电筒；
2070202	应急装备及配套物资；应急照明设备及用品；手持式照明设备；应急灯包括巡检灯、探照灯等；	10005378	安全、保护和监控用品；个人安全和保护用品；个人安全装置；个人安全照明灯；
2070203	应急装备及配套物资；应急照明设备及用品；手持式照明设备；潜水灯；	10001848	运动设备；运动设备；游泳、冲浪和潜水运动设备；潜水设备；
2070301	应急装备及配套物资；应急照明设备及用品；移动式照明设备；移动式工作灯；包括充气应急照明灯等；	10005413	安全、保护和监控用品；家用或商用安全、保护和监控用品；家用和商用监控设备；安全灯；
2070301	应急装备及配套物资；应急照明设备及用品；移动式照明设备；移动式工作灯；包括充气应急照明灯等；	10005378	安全、保护和监控用品；个人安全和保护用品；个人安全装置；个人安全照明灯；
2070302	应急装备及配套物资；应急照明设备及用品；移动式照明设备；照明线；	10005644	电气用品；电气照明产品；电灯、灯泡和照明产品；绳灯或灯串；
2070303	应急装备及配套物资；应急照明设备及用品；移动式照明设备；充气式照明灯柱；	10005378	安全、保护和监控用品；个人安全和保护用品；个人安全装置；个人安全照明灯；
2070304	应急装备及配套物资；应急照明设备及用品；移动式照明设备；方位灯；	10005378	安全、保护和监控用品；个人安全和保护用品；个人安全装置；个人安全照明灯；
2070401	应急装备及配套物资；应急照明设备及用品；车载/船载照明设备；车载照明设备；包括车载探照灯、车载搜索照明灯等；	10003058	交通工具；汽车配件和维修；汽车装饰照明用品；装饰照明用品组合装（汽车）；
2070402	应急装备及配套物资；应急照明设备及用品；车载/船载照明设备；船载照明设备；	10003058	交通工具；汽车配件和维修；汽车装饰照明用品；装饰照明用品组合装（汽车）；
2070500	应急装备及配套物资；应急照明设备及用品；非电照明用品；含灯泡、镇流器、灯座、启动器、接线板等；	10000552	电气用品；电气照明产品；电灯、灯泡和照明产品；灯泡、灯管、发光二极管；
2070500	应急装备及配套物资；应急照明设备及用品；非电照明用品；含灯泡、镇流器、灯座、启动器、接线板等；	10005636	电气用品；电气照明产品；电气照明配件；灯台或基座；
2070500	应急装备及配套物资；应急照明设备及用品；非电照明用品；含灯泡、镇流器、灯座、启动器、接线板等；	10000552	电气用品；电气照明产品；电灯、灯泡和照明产品；灯泡、灯管、发光二极管；
2070600	应急装备及配套物资；应急照明设备及用品；灯具及配件；	10005637	电气用品；电气照明产品；电气照明配件；灯支架或配件；
2070600	应急装备及配套物资；应急照明设备及用品；灯具及配件；	10005635	电气用品；电气照明产品；电气照明配件；灯罩；
2070600	应急装备及配套物资；应急照明设备及用品；灯具及配件；	10005636	电气用品；电气照明产品；电气照明配件；灯台或基座；
2070600	应急装备及配套物资；应急照明设备及用品；灯具及配件；	10005638	电气用品；电气照明产品；电气照明配件；灯泡更换器；
2070600	应急装备及配套物资；应急照明设备及用品；灯具及配件；	10005215	草坪和花园用品；草坪或花园用品；草坪或花园照明；户外灯具、火炬、灯笼-动力；
2080102	应急装备及配套物资；洗消器材及设备；人员洗消器材及设备；单人洗消设备；包括单人洗消帐篷；	10003219	草坪和花园用品；草坪或花园用品；草坪或花园的水池、池塘、水景和装饰品；泳池、池塘、水景紫外线净化器、消毒器；
2080103	应急装备及配套物资；洗消器材及设备；人员洗消器材及设备；个人洗消包；	10003219	草坪和花园用品；草坪或花园用品；草坪或花园的水池、池塘、水景和装饰品；泳池、池塘、水景紫外线净化器、消毒器；
2080104	应急装备及配套物资；洗消器材及设备；人员洗消器材及设备；洗消器材；包括强酸碱洗消器、生化洗消装置、高压洗消泵、消防用快速洗消器等；	10003219	草坪和花园用品；草坪或花园用品；草坪或花园的水池、池塘、水景和装饰品；泳池、池塘、水景紫外线净化器、消毒器；
2080105	应急装备及配套物资；洗消器材及设备；人员洗消器材及设备；防护服清洗干燥设备；	10003375	草坪和花园用品；草坪或花园用品；草坪或花园设备或工具；高压清洗机（动力）；
2080300	应急装备及配套物资；洗消器材及设备；洗消剂/粉类；包括强酸碱清洗剂、强氧化洗消粉、生化细菌洗消粉；	10000441	清洁和卫生产品；清洁产品；清洁剂；消毒剂；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001251	文具、办公机械和活动用品；文具或办公机械；办公机械；复印机耗材；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001252	文具、办公机械和活动用品；文具或办公机械；办公机械；复印机；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10005676	文具、办公机械和活动用品；文具或办公机械；办公机械；打字机耗材；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001253	文具、办公机械和活动用品；文具或办公机械；办公机械；打字机（无动力）；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001254	文具、办公机械和活动用品；文具或办公机械；办公机械；打字机（动力）；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001242	文具、办公机械和活动用品；文具或办公机械；办公机械；计算器、货币换算器（动力）；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10003665	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；订书机（动力）；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001299	文具、办公机械和活动用品；文具或办公机械；文具胶、装订机和紧固件；文具订书机（无动力）；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001300	文具、办公机械和活动用品；文具或办公机械；文具胶、装订机和紧固件；文具订书机（动力）；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001309	文具、办公机械和活动用品；文具或办公机械；文具切割机和切纸机；碎纸机（无动力）；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10005119	文具、办公机械和活动用品；文具或办公机械；文具切割机和切纸机；碎纸机（动力）；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001287	文具、办公机械和活动用品；文具或办公机械；文具胶、装订机和紧固件；装订机（无动力）；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001288	文具、办公机械和活动用品；文具或办公机械；文具胶、装订机和紧固件；装订机（动力）；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001302	文具、办公机械和活动用品；文具或办公机械；文具切割机和切纸机；切纸机或裁纸机；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001160	计算机设备；计算机或视频游戏装备；计算机和视频游戏装备外设设备；扫描仪；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001186	通讯设备；通讯设备；固定通讯设备；传真机；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001158	计算机设备；计算机或视频游戏装备；计算机和视频游戏装备外设设备；打印机；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10005414	安全、保护和监控用品；家用或商用安全、保护和监控用品；家用和商用监控设备；监控摄像机、录音机；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001406	视听和摄影用品；视听设备；视频录像和回放设备；便携式摄像机；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001499	视听和摄影用品；摄影或光学器材；光学器材；双筒望远镜；
2090101	应急装备及配套物资；后勤支援装备；办公设备和用品；办公设备；包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等；	10001501	视听和摄影用品；摄影或光学器材；光学器材；单筒望远镜或望远镜；
2090102	应急装备及配套物资；后勤支援装备；办公设备和用品；办公用品；包括各种笔、橡皮、文件夹、墨水、墨盒、尺子、复印纸、信纸、记录簿、公文表格等；	10006897	文具、办公机械和活动用品；文具或办公机械；文具储存或归档；铅笔、钢笔盒；
2090102	应急装备及配套物资；后勤支援装备；办公设备和用品；办公用品；包括各种笔、橡皮、文件夹、墨水、墨盒、尺子、复印纸、信纸、记录簿、公文表格等；	10007629	文具、办公机械和活动用品；文具或办公机械；书写或设计用具和辅助用具；荧光笔；
2090102	应急装备及配套物资；后勤支援装备；办公设备和用品；办公用品；包括各种笔、橡皮、文件夹、墨水、墨盒、尺子、复印纸、信纸、记录簿、公文表格等；	10001232	文具、办公机械和活动用品；文具或办公机械；书写或设计用具和辅助用具；铅笔刀（无动力）；
2090102	应急装备及配套物资；后勤支援装备；办公设备和用品；办公用品；包括各种笔、橡皮、文件夹、墨水、墨盒、尺子、复印纸、信纸、记录簿、公文表格等；	10001233	文具、办公机械和活动用品；文具或办公机械；书写或设计用具和辅助用具；铅笔刀（动力）；
2090102	应急装备及配套物资；后勤支援装备；办公设备和用品；办公用品；包括各种笔、橡皮、文件夹、墨水、墨盒、尺子、复印纸、信纸、记录簿、公文表格等；	10001234	文具、办公机械和活动用品；文具或办公机械；书写或设计用具和辅助用具；铅笔；
2090102	应急装备及配套物资；后勤支援装备；办公设备和用品；办公用品；包括各种笔、橡皮、文件夹、墨水、墨盒、尺子、复印纸、信纸、记录簿、公文表格等；	10001235	文具、办公机械和活动用品；文具或办公机械；书写或设计用具和辅助用具；钢笔；
2090102	应急装备及配套物资；后勤支援装备；办公设备和用品；办公用品；包括各种笔、橡皮、文件夹、墨水、墨盒、尺子、复印纸、信纸、记录簿、公文表格等；	10001318	文具、办公机械和活动用品；文具或办公机械；文具储存或归档；文具档案袋、文件夹、夹子；
2090102	应急装备及配套物资；后勤支援装备；办公设备和用品；办公用品；包括各种笔、橡皮、文件夹、墨水、墨盒、尺子、复印纸、信纸、记录簿、公文表格等；	10001225	文具、办公机械和活动用品；文具或办公机械；书写或设计用具和辅助用具；墨水；
2090102	应急装备及配套物资；后勤支援装备；办公设备和用品；办公用品；包括各种笔、橡皮、文件夹、墨水、墨盒、尺子、复印纸、信纸、记录簿、公文表格等；	10001304	文具、办公机械和活动用品；文具或办公机械；文具纸张、卡片和胶片；纸张、卡片-未印刷；
2090103	应急装备及配套物资；后勤支援装备；办公设备和用品；书籍 、地图及其他出版物；各种技术文件、图书、规章、手册、灾区地图等；	10000926	文本、印刷品和参考资料；文本、印刷品和参考资料；书籍；印刷书籍、作品；
2090103	应急装备及配套物资；后勤支援装备；办公设备和用品；书籍 、地图及其他出版物；各种技术文件、图书、规章、手册、灾区地图等；	10004107	文本、印刷品和参考资料；文本、印刷品和参考资料；书籍；书籍组合装；
2090201	应急装备及配套物资；后勤支援装备；水处理系统及设备；污水处理设备；包括医疗废水处理系统、生活污水处理设备等；	10005198	露营用品；露营用品；露营烹饪、饮水和饮食设备；露营水净化处理设备；
2090202	应急装备及配套物资；后勤支援装备；水处理系统及设备；净水设备；包括集装箱式应急水处理系统、车载式应急水处理设备、野外/家用/商用净水设备、便携式净水设备等；	10005198	露营用品；露营用品；露营烹饪、饮水和饮食设备；露营水净化处理设备；
2090203	应急装备及配套物资；后勤支援装备；水处理系统及设备；过滤设备；包括过滤机、过滤器、滤芯、滤筒等；	10002127	厨房用具和餐具；厨房用具；饮水或饮料设备；水过滤器、水滤芯；
2090203	应急装备及配套物资；后勤支援装备；水处理系统及设备；过滤设备；包括过滤机、过滤器、滤芯、滤筒等；	10004016	管道系统、供暖系统、通风设备和空调；管道系统、供暖系统、通风设备和空调；储水或水处理用品；水过滤机、系统；
2090204	应急装备及配套物资；后勤支援装备；水处理系统及设备；水消毒设备；包括二氧化氯发生器、臭氧发生器、紫外线杀菌装置、加氯机等；	10003219	草坪和花园用品；草坪或花园用品；草坪或花园的水池、池塘、水景和装饰品；泳池、池塘、水景紫外线净化器、消毒器；
2090205	应急装备及配套物资；后勤支援装备；水处理系统及设备；软化除盐设备；包括海水淡化设备等；	10004008	管道系统、供暖系统、通风设备和空调；管道系统、供暖系统、通风设备和空调；储水或水处理用品；软水剂 （自制）；
2090300	应急装备及配套物资；后勤支援装备；燃料储存设备；包括煤、油、气等燃料储存设备；	10005306	流体、燃料和燃气；流体或燃料储存或输送产品；流体或燃料储存；流体或液体燃料瓶、罐（空）；
2090300	应急装备及配套物资；后勤支援装备；燃料储存设备；包括煤、油、气等燃料储存设备；	10005258	流体、燃料和燃气；流体或燃料储存或输送产品；流体或燃料储存；加压气体燃料瓶、罐（空）；
2090401	应急装备及配套物资；后勤支援装备；物料搬运装备；散装物料搬运与输送装备；包括提升机、叉车、牵引车、拖车(船)、输送机械、货物滑梯等；	10007956	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；升降机、起重机和千斤顶；
2090401	应急装备及配套物资；后勤支援装备；物料搬运装备；散装物料搬运与输送装备；包括提升机、叉车、牵引车、拖车(船)、输送机械、货物滑梯等；	10003497	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；杠杆式手推车、小车；
2090401	应急装备及配套物资；后勤支援装备；物料搬运装备；散装物料搬运与输送装备；包括提升机、叉车、牵引车、拖车(船)、输送机械、货物滑梯等；	10003821	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；梯子；
2090401	应急装备及配套物资；后勤支援装备；物料搬运装备；散装物料搬运与输送装备；包括提升机、叉车、牵引车、拖车(船)、输送机械、货物滑梯等；	10002993	交通工具；汽车配件和维修；汽车拖车和拖车配件；拖车；
2090402	应急装备及配套物资；后勤支援装备；物料搬运装备；危害物船运集装箱；包括木质、钢制集装箱及特殊防护集装箱；	10005859	储存空间和运输集装箱；储存空间或货运集装箱（空）；散装货物集装箱（空）；海洋联运货物集装箱（空）；
2090403	应急装备及配套物资；后勤支援装备；物料搬运装备；仓储设备；包括仓储货架、堆垛机、仓储笼、物料分拣系统及设备等；	10005858	储存空间和运输集装箱；储存空间或运输辅助设备；(用于放置物品或着陆的) 平台装卸支撑和运送设备；架子；
2090403	应急装备及配套物资；后勤支援装备；物料搬运装备；仓储设备；包括仓储货架、堆垛机、仓储笼、物料分拣系统及设备等；	10005857	储存空间和运输集装箱；储存空间或运输辅助设备；(用于放置物品或着陆的) 平台装卸支撑和运送设备；托盘转换器、托盘架；
2090404	应急装备及配套物资；后勤支援装备；物料搬运装备；包装器械；包括各种包装材料、包装容器、捆扎机、缠绕机等材料及设备；	10001273	文具、办公机械和活动用品；文具或办公机械；邮递、包装设备、辅助用品和附件；邮递包装、包裹用品；
2090404	应急装备及配套物资；后勤支援装备；物料搬运装备；包装器械；包括各种包装材料、包装容器、捆扎机、缠绕机等材料及设备；	10001269	文具、办公机械和活动用品；文具或办公机械；邮递、包装设备、辅助用品和附件；邮递、包装设备配件；
2100100	应急装备及配套物资；非动力手工工具；通用手工工具；包括锯、锉、刨子、钳子及锹等常规/通用手工工具；	10003799	手动工具和设备；手动工具和设备；锯（无动力）；无动力锯子；
2100100	应急装备及配套物资；非动力手工工具；通用手工工具；包括锯、锉、刨子、钳子及锹等常规/通用手工工具；	10003532	手动工具和设备；手动工具和设备；钳子、镊子和金属切削工具；钳子、镊子、抓取器；
2100100	应急装备及配套物资；非动力手工工具；通用手工工具；包括锯、锉、刨子、钳子及锹等常规/通用手工工具；	10003533	手动工具和设备；手动工具和设备；刨子、牛头刨床、锉刀和粗锉刀；锉刀；
2100100	应急装备及配套物资；非动力手工工具；通用手工工具；包括锯、锉、刨子、钳子及锹等常规/通用手工工具；	10003390	草坪和花园用品；草坪或花园用品；草坪或花园设备或工具；铁铲、铁锹；
2100100	应急装备及配套物资；非动力手工工具；通用手工工具；包括锯、锉、刨子、钳子及锹等常规/通用手工工具；	10003544	手动工具和设备；手动工具和设备；刨子、牛头刨床、锉刀和粗锉刀；刨子；
2110101	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；灭火水斗；	10005408	安全、保护和监控用品；家用或商用安全、保护和监控用品；家用和商用灭火器；灭火器-增压式；
2110102	"应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；灭火机；便携式/背负式,包括风力/药液/多功能森林灭火机；"	10005410	安全、保护和监控用品；家用或商用安全、保护和监控用品；家用和商用灭火器；家用、商用灭火器组合装；
2110103	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；灭火弹；	10008382	工业流体泵、系统；动力式泵；消防栓系统；消防设备；
2110104	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；灭火坦克；	10008382	工业流体泵、系统；动力式泵；消防栓系统；消防设备；
2110105	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；气体灭火系统；包括惰气(惰泡)灭火装备；	10008382	工业流体泵、系统；动力式泵；消防栓系统；消防设备；
2110106	"应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；消防炮；手抬式/拖车式,包括消防水炮、干粉炮,水控摆动移动炮、小型快速攻击消防炮、无线遥控消防炮、大流量消防炮；"	10008382	工业流体泵、系统；动力式泵；消防栓系统；消防设备；
2110107	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；灭火器；包括二氧化碳/卤代烷/干粉/泡沫/清水/强化液灭火器、灭火棒等；	10005408	安全、保护和监控用品；家用或商用安全、保护和监控用品；家用和商用灭火器；灭火器-增压式；
2110108	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；消防枪；包括消防水枪、干粉枪、直流水枪等；	10008382	工业流体泵、系统；动力式泵；消防栓系统；消防设备；
2110109	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；A、B类比例混合器；包括泡沫液桶、泡沫枪；	10008382	工业流体泵、系统；动力式泵；消防栓系统；消防设备；
2110110	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；空气充填泵；	10008382	工业流体泵、系统；动力式泵；消防栓系统；消防设备；
2110112	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；消防水带；	10005409	安全、保护和监控用品；家用或商用安全、保护和监控用品；家用和商用灭火器；消防水带；
2110113	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；高倍数泡沫发生器；	10002456	建筑产品；建筑产品；隔音、绝缘和隔热材料；隔音、隔热和绝缘材料-松散材料、喷淋泡沫；
2110114	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；移动储水装置；移动水囊；	10002652	管道系统、供暖系统、通风设备和空调；管道系统、供暖系统、通风设备和空调；储水或水处理用品；储水、水处理用品组合装；
2110115	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；移动式水带卷盘；	10005409	安全、保护和监控用品；家用或商用安全、保护和监控用品；家用和商用灭火器；消防水带；
2110116	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；扑火工具；包括2号、3号扑火工具、灭火毯；	10005407	安全、保护和监控用品；家用或商用安全、保护和监控用品；家用和商用灭火器；消防毯；
2110117	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；割灌机；	10008382	工业流体泵、系统；动力式泵；消防栓系统；消防设备；
2110118	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；点火器；	10000543	流体、燃料和燃气；燃料或燃料添加剂；燃料和点火辅助装置；点火工具、火柴；
2110119	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；灭火辅助器材工具；包括水泵结合器、消火栓扳手、分水器、集水器、水带接口、管牙接口、包布、护桥等；	10008344	工业流体泵、系统；动力式泵；消防栓系统；消防栓系统；
2110120	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；移动式细水雾灭火装置；	10008382	工业流体泵、系统；动力式泵；消防栓系统；消防设备；
2110121	应急装备及配套物资；灭火及爆炸物处置设备；灭火类设备；气动式快速密闭喷涂机；	10008382	工业流体泵、系统；动力式泵；消防栓系统；消防设备；
2110202	应急装备及配套物资；灭火及爆炸物处置设备；爆炸物处置设备；导线切割器；	10003481	手动工具和设备；手动工具和设备；钳子、镊子和金属切削工具；螺栓、链条切割机；
2110203	应急装备及配套物资；灭火及爆炸物处置设备；爆炸物处置设备；排爆工具设备；包括排爆无磁工具组合、排爆绳钩组合、防爆罐(桶、球)、防爆毯、防爆围栏、排爆专用液氮冷冻处置设备等；	10005407	安全、保护和监控用品；家用或商用安全、保护和监控用品；家用和商用灭火器；消防毯；
2120101	应急装备及配套物资；拦污封堵器材装备；堵漏类器材；堵漏枪；	10003664	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；填缝枪（动力）；
2120102	应急装备及配套物资；拦污封堵器材装备；堵漏类器材；堵漏套管；普通/防爆无火花；	10003664	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；填缝枪（动力）；
2120103	应急装备及配套物资；拦污封堵器材装备；堵漏类器材；封管器；	10003664	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；填缝枪（动力）；
2120104	应急装备及配套物资；拦污封堵器材装备；堵漏类器材；快速接管器；	10003664	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；填缝枪（动力）；
2120105	"应急装备及配套物资；拦污封堵器材装备；堵漏类器材；堵漏工具；包括注入式/粘贴式/电磁式/柔性施压式/气动吸盘式/小孔堵漏工具,以及黏结剂/堵漏胶、堵漏袋、磁力堵漏带、快速密闭装置、下水/窨井堵漏器材等；"	10003211	建筑产品；建筑产品；密封胶、填料、黏合剂和缺陷修补剂；密封胶、填料、粘合剂、缺陷修补剂组合装；
2120106	应急装备及配套物资；拦污封堵器材装备；堵漏类器材；风障；	10005393	安全、保护和监控用品；环境安全或保护用品；天气或自然灾害安全用品；风暴庇护所；
2120107	应急装备及配套物资；拦污封堵器材装备；堵漏类器材；船舶堵漏工具组；	10003211	建筑产品；建筑产品；密封胶、填料、黏合剂和缺陷修补剂；密封胶、填料、粘合剂、缺陷修补剂组合装；
2120201	"应急装备及配套物资；拦污封堵器材装备；拦污收集器材装备；围油栏；吸附性/非吸收性,包括固体浮子式橡胶围油栏、防火围油栏、固体浮子式PVC围油栏、通用型围油栏、快速布放围油栏、充气式橡胶围油栏等；"	10005277	润滑剂；润滑剂或保护性化合物储存和转移用品；润滑剂或保护性化合物储存；泄油盘；
2120204	"应急装备及配套物资；拦污封堵器材装备；拦污收集器材装备；吸附材料；通用型/油类/化学品,包括工业吸油棉、吸油索、吸液索、吸油枕、吸液枕、吸油毡、吸油拖栏等；"	10005626	安全和保护用品-自制；安全和保护用品-自制；集体防护辅助用品-自制；吸收剂（自制）；
